Year,Commodity Code,Commodity Name,Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins
2011,444000,Building material and garden equipment and supplies dealers,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,444000,Building material and garden equipment and supplies dealers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2011,444000,Building material and garden equipment and supplies dealers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,445000,Food and beverage stores,carbon dioxide,"kg/2018 USD, purchaser price",0.304,0.0,0.304,2,3,1,2,1
2011,445000,Food and beverage stores,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,445000,Food and beverage stores,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,445000,Food and beverage stores,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,4,1
2011,446000,Health and personal care stores,carbon dioxide,"kg/2018 USD, purchaser price",0.163,0.0,0.163,3,3,1,3,1
2011,446000,Health and personal care stores,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,446000,Health and personal care stores,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,446000,Health and personal care stores,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,447000,Gasoline stations,carbon dioxide,"kg/2018 USD, purchaser price",0.317,0.0,0.317,2,3,1,2,1
2011,447000,Gasoline stations,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,447000,Gasoline stations,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,447000,Gasoline stations,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,3,1,4,1
2011,448000,Clothing and clothing accessories stores,carbon dioxide,"kg/2018 USD, purchaser price",0.22,0.0,0.22,3,3,1,3,1
2011,448000,Clothing and clothing accessories stores,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,448000,Clothing and clothing accessories stores,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,448000,Clothing and clothing accessories stores,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,3,1
2011,452000,General merchandise stores,carbon dioxide,"kg/2018 USD, purchaser price",0.211,0.0,0.211,2,3,1,2,1
2011,452000,General merchandise stores,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,452000,General merchandise stores,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,452000,General merchandise stores,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,454000,Nonstore retailers,carbon dioxide,"kg/2018 USD, purchaser price",0.11,0.0,0.11,3,3,1,3,1
2011,454000,Nonstore retailers,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,454000,Nonstore retailers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,454000,Nonstore retailers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,4,1
2011,481000,Air transport,carbon dioxide,"kg/2018 USD, purchaser price",0.872,0.0,0.872,4,3,1,1,1
2011,481000,Air transport,methane,"kg/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,1,1
2011,481000,Air transport,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,481000,Air transport,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,482000,Rail transport,carbon dioxide,"kg/2018 USD, purchaser price",0.662,0.0,0.662,4,3,1,4,1
2011,482000,Rail transport,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,1,1
2011,482000,Rail transport,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,482000,Rail transport,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,4,1
2011,483000,"Water transport (boats, ships, ferries)",carbon dioxide,"kg/2018 USD, purchaser price",0.81,0.0,0.81,4,3,1,2,1
2011,483000,"Water transport (boats, ships, ferries)",methane,"kg/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,1,1
2011,483000,"Water transport (boats, ships, ferries)",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,483000,"Water transport (boats, ships, ferries)",other GHGs,"kg CO2e/2018 USD, purchaser price",0.034,0.0,0.034,4,3,1,5,1
2011,484000,Truck transport,carbon dioxide,"kg/2018 USD, purchaser price",1.441,0.0,1.441,4,3,1,4,1
2011,484000,Truck transport,methane,"kg/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,1,1
2011,484000,Truck transport,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,484000,Truck transport,other GHGs,"kg CO2e/2018 USD, purchaser price",0.021,0.0,0.021,4,3,1,5,1
2011,485000,Passenger ground transport,carbon dioxide,"kg/2018 USD, purchaser price",0.327,0.0,0.327,4,3,1,3,1
2011,485000,Passenger ground transport,methane,"kg/2018 USD, purchaser price",0.006,0.0,0.006,4,3,1,1,1
2011,485000,Passenger ground transport,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,485000,Passenger ground transport,other GHGs,"kg CO2e/2018 USD, purchaser price",0.009,0.0,0.009,4,3,1,4,1
2011,486000,Pipeline transport,carbon dioxide,"kg/2018 USD, purchaser price",1.232,0.0,1.232,4,3,1,1,1
2011,486000,Pipeline transport,methane,"kg/2018 USD, purchaser price",0.031,0.0,0.031,4,3,1,1,1
2011,486000,Pipeline transport,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2011,486000,Pipeline transport,other GHGs,"kg CO2e/2018 USD, purchaser price",0.012,0.0,0.012,4,3,1,5,1
2011,48A000,Scenic and sightseeing transportation and support activities for transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.272,0.0,0.272,3,3,1,3,1
2011,48A000,Scenic and sightseeing transportation and support activities for transportation,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,2,1
2011,48A000,Scenic and sightseeing transportation and support activities for transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,48A000,Scenic and sightseeing transportation and support activities for transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,3,1,4,1
2011,491000,Postal service,carbon dioxide,"kg/2018 USD, purchaser price",0.183,0.0,0.183,3,3,1,3,1
2011,491000,Postal service,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2011,491000,Postal service,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,2,1
2011,491000,Postal service,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,492000,Couriers and messengers,carbon dioxide,"kg/2018 USD, purchaser price",0.52,0.0,0.52,4,3,1,4,1
2011,492000,Couriers and messengers,methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,2,1
2011,492000,Couriers and messengers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,492000,Couriers and messengers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,493000,Warehousing,carbon dioxide,"kg/2018 USD, purchaser price",0.701,0.0,0.701,2,3,1,2,1
2011,493000,Warehousing,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,1,1
2011,493000,Warehousing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2011,493000,Warehousing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,3,1,2,1
2011,4B0000,All other retail,carbon dioxide,"kg/2018 USD, purchaser price",0.19,0.0,0.19,3,3,1,3,1
2011,4B0000,All other retail,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,4B0000,All other retail,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,4B0000,All other retail,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,511110,Newspapers,carbon dioxide,"kg/2018 USD, purchaser price",0.118,0.076,0.194,3,3,1,3,1
2011,511110,Newspapers,methane,"kg/2018 USD, purchaser price",0.0,0.001,0.001,4,3,1,1,1
2011,511110,Newspapers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,511110,Newspapers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,511120,Magazines and journals,carbon dioxide,"kg/2018 USD, purchaser price",0.087,0.051,0.138,3,3,1,3,1
2011,511120,Magazines and journals,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.001,3,3,1,1,1
2011,511120,Magazines and journals,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,511120,Magazines and journals,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,511130,Books,carbon dioxide,"kg/2018 USD, purchaser price",0.103,0.08,0.183,3,3,1,3,1
2011,511130,Books,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.001,3,3,1,1,1
2011,511130,Books,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,511130,Books,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,5111A0,"Directory, mailing list, and other publishers",carbon dioxide,"kg/2018 USD, purchaser price",0.094,0.074,0.168,3,3,1,3,1
2011,5111A0,"Directory, mailing list, and other publishers",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.001,4,3,1,1,1
2011,5111A0,"Directory, mailing list, and other publishers",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,5111A0,"Directory, mailing list, and other publishers",other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,511200,Software,carbon dioxide,"kg/2018 USD, purchaser price",0.04,0.041,0.081,3,3,1,3,1
2011,511200,Software,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,511200,Software,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,511200,Software,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,3,1
2011,512100,Movies and film,carbon dioxide,"kg/2018 USD, purchaser price",0.049,0.007,0.055,3,3,1,3,1
2011,512100,Movies and film,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,512100,Movies and film,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,512100,Movies and film,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,4,1
2011,512200,Sound recording,carbon dioxide,"kg/2018 USD, purchaser price",0.029,0.048,0.077,3,3,1,3,1
2011,512200,Sound recording,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,512200,Sound recording,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,512200,Sound recording,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,3,1
2011,515100,Radio and television,carbon dioxide,"kg/2018 USD, purchaser price",0.051,0.0,0.051,3,3,1,3,1
2011,515100,Radio and television,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,515100,Radio and television,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,515100,Radio and television,other GHGs,"kg CO2e/2018 USD, purchaser price",0.02,0.0,0.02,4,3,1,4,1
2011,515200,Cable and subscription programming,carbon dioxide,"kg/2018 USD, purchaser price",0.08,0.0,0.08,3,3,1,3,1
2011,515200,Cable and subscription programming,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,515200,Cable and subscription programming,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,515200,Cable and subscription programming,other GHGs,"kg CO2e/2018 USD, purchaser price",0.029,0.0,0.029,4,3,1,5,1
2011,517110,Telecommunications,carbon dioxide,"kg/2018 USD, purchaser price",0.09,0.0,0.09,3,3,1,3,1
2011,517110,Telecommunications,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,1,1
2011,517110,Telecommunications,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2011,517110,Telecommunications,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,517210,Wireless telecommunications,carbon dioxide,"kg/2018 USD, purchaser price",0.122,0.0,0.122,3,3,1,3,1
2011,517210,Wireless telecommunications,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,1,1
2011,517210,Wireless telecommunications,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2011,517210,Wireless telecommunications,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,3,1
2011,517A00,"Satellite, telecommunications resellers, and all other telecommunications",carbon dioxide,"kg/2018 USD, purchaser price",0.12,0.0,0.12,3,3,1,3,1
2011,517A00,"Satellite, telecommunications resellers, and all other telecommunications",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,517A00,"Satellite, telecommunications resellers, and all other telecommunications",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2011,517A00,"Satellite, telecommunications resellers, and all other telecommunications",other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,2,1
2011,518200,Data processing and hosting,carbon dioxide,"kg/2018 USD, purchaser price",0.145,0.0,0.145,3,3,1,3,1
2011,518200,Data processing and hosting,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2011,518200,Data processing and hosting,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,518200,Data processing and hosting,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,3,1,4,1
2011,519130,Internet publishing and broadcasting,carbon dioxide,"kg/2018 USD, purchaser price",0.125,0.0,0.125,3,3,1,3,1
2011,519130,Internet publishing and broadcasting,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2011,519130,Internet publishing and broadcasting,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,519130,Internet publishing and broadcasting,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,5191A0,"News syndicates, libraries, archives, Internet publishing and all other information services",carbon dioxide,"kg/2018 USD, purchaser price",0.134,0.0,0.134,3,3,1,3,1
2011,5191A0,"News syndicates, libraries, archives, Internet publishing and all other information services",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,5191A0,"News syndicates, libraries, archives, Internet publishing and all other information services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,5191A0,"News syndicates, libraries, archives, Internet publishing and all other information services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,522A00,Nondepository credit intermediation and related activities,carbon dioxide,"kg/2018 USD, purchaser price",0.073,0.0,0.073,3,3,1,3,1
2011,522A00,Nondepository credit intermediation and related activities,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,1,1
2011,522A00,Nondepository credit intermediation and related activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,522A00,Nondepository credit intermediation and related activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,523900,"Investment advice, portfolio management, and other financial advising services",carbon dioxide,"kg/2018 USD, purchaser price",0.099,0.0,0.099,3,3,1,3,1
2011,523900,"Investment advice, portfolio management, and other financial advising services",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2011,523900,"Investment advice, portfolio management, and other financial advising services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,523900,"Investment advice, portfolio management, and other financial advising services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,4,1
2011,523A00,Securities and commodities brokerage and exchanges,carbon dioxide,"kg/2018 USD, purchaser price",0.075,0.0,0.075,3,3,1,3,1
2011,523A00,Securities and commodities brokerage and exchanges,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,1,1
2011,523A00,Securities and commodities brokerage and exchanges,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,523A00,Securities and commodities brokerage and exchanges,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,524113,Direct life insurance carriers,carbon dioxide,"kg/2018 USD, purchaser price",0.026,0.0,0.026,3,3,1,3,1
2011,524113,Direct life insurance carriers,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,2,3,1,1,1
2011,524113,Direct life insurance carriers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,524113,Direct life insurance carriers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,5241XX,"Insurance carriers, except direct life",carbon dioxide,"kg/2018 USD, purchaser price",0.041,0.0,0.041,3,3,1,3,1
2011,5241XX,"Insurance carriers, except direct life",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,5241XX,"Insurance carriers, except direct life",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,5241XX,"Insurance carriers, except direct life",other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,524200,Insurance agencies and brokerages,carbon dioxide,"kg/2018 USD, purchaser price",0.036,0.0,0.036,3,3,1,3,1
2011,524200,Insurance agencies and brokerages,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,524200,Insurance agencies and brokerages,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,524200,Insurance agencies and brokerages,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,525000,"Funds, trusts, and financial vehicles",carbon dioxide,"kg/2018 USD, purchaser price",0.191,0.0,0.191,3,3,1,4,1
2011,525000,"Funds, trusts, and financial vehicles",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,525000,"Funds, trusts, and financial vehicles",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,2,1
2011,525000,"Funds, trusts, and financial vehicles",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,4,1
2011,52A000,Monetary authorities and depository credit intermediation,carbon dioxide,"kg/2018 USD, purchaser price",0.077,0.0,0.077,3,3,1,3,1
2011,52A000,Monetary authorities and depository credit intermediation,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,52A000,Monetary authorities and depository credit intermediation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,52A000,Monetary authorities and depository credit intermediation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,531HSO,Owner-occupied housing,carbon dioxide,"kg/2018 USD, purchaser price",0.025,0.0,0.025,3,3,1,3,1
2011,531HSO,Owner-occupied housing,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,531HSO,Owner-occupied housing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,531HSO,Owner-occupied housing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,5,1
2011,531HST,Tenant-occupied housing,carbon dioxide,"kg/2018 USD, purchaser price",0.01,0.0,0.01,3,3,1,3,1
2011,531HST,Tenant-occupied housing,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,531HST,Tenant-occupied housing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,531HST,Tenant-occupied housing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,531ORE,Other real estate,carbon dioxide,"kg/2018 USD, purchaser price",0.468,0.0,0.468,3,3,1,3,1
2011,531ORE,Other real estate,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,1,1
2011,531ORE,Other real estate,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,531ORE,Other real estate,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,3,1,4,1
2011,532100,Vehicle rental and leasing,carbon dioxide,"kg/2018 USD, purchaser price",0.169,0.0,0.169,3,3,1,4,1
2011,532100,Vehicle rental and leasing,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,2,1
2011,532100,Vehicle rental and leasing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,532100,Vehicle rental and leasing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,532400,Commercial equipment rental,carbon dioxide,"kg/2018 USD, purchaser price",0.142,0.0,0.142,3,3,1,3,1
2011,532400,Commercial equipment rental,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2011,532400,Commercial equipment rental,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,532400,Commercial equipment rental,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,3,1,4,1
2011,532A00,Consumer goods and general rental centers,carbon dioxide,"kg/2018 USD, purchaser price",0.148,0.0,0.148,3,3,1,3,1
2011,532A00,Consumer goods and general rental centers,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,532A00,Consumer goods and general rental centers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,532A00,Consumer goods and general rental centers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,533000,Lessors of nonfinancial intangible assets,carbon dioxide,"kg/2018 USD, purchaser price",0.064,0.0,0.064,3,3,1,3,1
2011,533000,Lessors of nonfinancial intangible assets,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,533000,Lessors of nonfinancial intangible assets,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,533000,Lessors of nonfinancial intangible assets,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,541100,Legal services,carbon dioxide,"kg/2018 USD, purchaser price",0.074,0.0,0.074,3,3,1,3,1
2011,541100,Legal services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,541100,Legal services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,541100,Legal services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,541200,"Accounting, tax preparation, bookkeeping, and payroll",carbon dioxide,"kg/2018 USD, purchaser price",0.059,0.0,0.059,3,3,1,3,1
2011,541200,"Accounting, tax preparation, bookkeeping, and payroll",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,541200,"Accounting, tax preparation, bookkeeping, and payroll",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,541200,"Accounting, tax preparation, bookkeeping, and payroll",other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,541300,"Architectural, engineering, and related services",carbon dioxide,"kg/2018 USD, purchaser price",0.13,0.0,0.13,3,3,1,3,1
2011,541300,"Architectural, engineering, and related services",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,541300,"Architectural, engineering, and related services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,541300,"Architectural, engineering, and related services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,541400,Specialized design,carbon dioxide,"kg/2018 USD, purchaser price",0.092,0.0,0.092,3,3,1,3,1
2011,541400,Specialized design,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,541400,Specialized design,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,541400,Specialized design,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,541511,Custom computer programming,carbon dioxide,"kg/2018 USD, purchaser price",0.088,0.0,0.088,3,3,1,3,1
2011,541511,Custom computer programming,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,541511,Custom computer programming,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,541511,Custom computer programming,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,541512,Computer systems design,carbon dioxide,"kg/2018 USD, purchaser price",0.061,0.0,0.061,3,3,1,3,1
2011,541512,Computer systems design,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,541512,Computer systems design,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,541512,Computer systems design,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,3,1,4,1
2011,54151A,"Other computer related services, including facilities management",carbon dioxide,"kg/2018 USD, purchaser price",0.074,0.0,0.074,3,3,1,3,1
2011,54151A,"Other computer related services, including facilities management",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,54151A,"Other computer related services, including facilities management",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,54151A,"Other computer related services, including facilities management",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,3,1
2011,541610,Management consulting,carbon dioxide,"kg/2018 USD, purchaser price",0.075,0.0,0.075,3,3,1,3,1
