Year,Commodity Code,Commodity Name,Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins
2011,335,"Electrical equipment, appliances, and components",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,335,"Electrical equipment, appliances, and components",other GHGs,"kg CO2e/2018 USD, purchaser price",0.015,0.0,0.015,3,3,1,2,1
2011,3361MV,"Motor vehicles, bodies and trailers, and parts",carbon dioxide,"kg/2018 USD, purchaser price",0.248,0.018,0.266,3,3,1,3,1
2011,3361MV,"Motor vehicles, bodies and trailers, and parts",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2011,3361MV,"Motor vehicles, bodies and trailers, and parts",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,3361MV,"Motor vehicles, bodies and trailers, and parts",other GHGs,"kg CO2e/2018 USD, purchaser price",0.022,0.0,0.022,4,3,1,4,1
2011,3364OT,Other transportation equipment,carbon dioxide,"kg/2018 USD, purchaser price",0.126,0.008,0.134,3,3,1,3,1
2011,3364OT,Other transportation equipment,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2011,3364OT,Other transportation equipment,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,3364OT,Other transportation equipment,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,3,1,2,1
2011,337,Furniture and related products,carbon dioxide,"kg/2018 USD, purchaser price",0.223,0.117,0.34,3,3,1,3,1
2011,337,Furniture and related products,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.002,3,3,1,1,1
2011,337,Furniture and related products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,337,Furniture and related products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.02,0.0,0.02,4,3,1,4,1
2011,339,Miscellaneous manufacturing,carbon dioxide,"kg/2018 USD, purchaser price",0.206,0.087,0.294,3,3,1,3,1
2011,339,Miscellaneous manufacturing,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.002,3,3,1,1,1
2011,339,Miscellaneous manufacturing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,339,Miscellaneous manufacturing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,3,3,1,3,1
2011,42,Wholesale trade,carbon dioxide,"kg/2018 USD, purchaser price",0.16,0.0,0.16,3,3,1,3,1
2011,42,Wholesale trade,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,42,Wholesale trade,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,42,Wholesale trade,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,4,1
2011,441,Motor vehicle and parts dealers,carbon dioxide,"kg/2018 USD, purchaser price",0.128,0.0,0.128,3,3,1,3,1
2011,441,Motor vehicle and parts dealers,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,441,Motor vehicle and parts dealers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,441,Motor vehicle and parts dealers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,4,1
2011,445,Food and beverage stores,carbon dioxide,"kg/2018 USD, purchaser price",0.305,0.0,0.305,2,3,1,2,1
2011,445,Food and beverage stores,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,445,Food and beverage stores,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,445,Food and beverage stores,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,4,1
2011,452,General merchandise stores,carbon dioxide,"kg/2018 USD, purchaser price",0.22,0.0,0.22,2,3,1,2,1
2011,452,General merchandise stores,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,452,General merchandise stores,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,452,General merchandise stores,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,4,1
2011,481,Air transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.948,0.0,0.948,4,3,1,2,1
2011,481,Air transportation,methane,"kg/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,1,1
2011,481,Air transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,481,Air transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,482,Rail transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.714,0.0,0.714,4,3,1,4,1
2011,482,Rail transportation,methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,1,1
2011,482,Rail transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,482,Rail transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2011,483,Water transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.857,0.0,0.857,4,3,1,2,1
2011,483,Water transportation,methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,1,1
2011,483,Water transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,483,Water transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.033,0.0,0.033,4,3,1,5,1
2011,484,Truck transportation,carbon dioxide,"kg/2018 USD, purchaser price",1.509,0.0,1.509,4,3,1,4,1
2011,484,Truck transportation,methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,1,1
2011,484,Truck transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,484,Truck transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.021,0.0,0.021,4,3,1,5,1
2011,485,Transit and ground passenger transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.462,0.0,0.462,3,3,1,3,1
2011,485,Transit and ground passenger transportation,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,1,1
2011,485,Transit and ground passenger transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,485,Transit and ground passenger transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.008,0.0,0.008,4,3,1,5,1
2011,486,Pipeline transportation,carbon dioxide,"kg/2018 USD, purchaser price",1.548,0.0,1.548,4,3,1,1,1
2011,486,Pipeline transportation,methane,"kg/2018 USD, purchaser price",0.032,0.0,0.032,4,3,1,1,1
2011,486,Pipeline transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,486,Pipeline transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.012,0.0,0.012,4,3,1,4,1
2011,487OS,Other transportation and support activities,carbon dioxide,"kg/2018 USD, purchaser price",0.483,0.0,0.483,3,3,1,3,1
2011,487OS,Other transportation and support activities,methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,2,1
2011,487OS,Other transportation and support activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,487OS,Other transportation and support activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,4,1
2011,493,Warehousing and storage,carbon dioxide,"kg/2018 USD, purchaser price",0.615,0.0,0.615,2,3,1,2,1
2011,493,Warehousing and storage,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,1,1
2011,493,Warehousing and storage,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2011,493,Warehousing and storage,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,3,1,3,1
2011,4A0,Other retail,carbon dioxide,"kg/2018 USD, purchaser price",0.183,0.0,0.183,3,3,1,3,1
2011,4A0,Other retail,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,4A0,Other retail,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,4A0,Other retail,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,4,1
2011,511,"Publishing industries, except internet (includes software)",carbon dioxide,"kg/2018 USD, purchaser price",0.063,0.016,0.079,3,3,1,3,1
2011,511,"Publishing industries, except internet (includes software)",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,511,"Publishing industries, except internet (includes software)",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,511,"Publishing industries, except internet (includes software)",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,512,Motion picture and sound recording industries,carbon dioxide,"kg/2018 USD, purchaser price",0.059,0.003,0.062,3,3,1,3,1
2011,512,Motion picture and sound recording industries,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,512,Motion picture and sound recording industries,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,512,Motion picture and sound recording industries,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,3,1
2011,513,Broadcasting and telecommunications,carbon dioxide,"kg/2018 USD, purchaser price",0.099,0.0,0.099,3,3,1,3,1
2011,513,Broadcasting and telecommunications,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,513,Broadcasting and telecommunications,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,513,Broadcasting and telecommunications,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,4,3,1,4,1
2011,514,"Data processing, internet publishing, and other information services",carbon dioxide,"kg/2018 USD, purchaser price",0.111,0.0,0.111,3,3,1,3,1
2011,514,"Data processing, internet publishing, and other information services",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,514,"Data processing, internet publishing, and other information services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,514,"Data processing, internet publishing, and other information services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2011,521CI,"Federal Reserve banks, credit intermediation, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.091,0.0,0.091,3,3,1,3,1
2011,521CI,"Federal Reserve banks, credit intermediation, and related activities",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,521CI,"Federal Reserve banks, credit intermediation, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,521CI,"Federal Reserve banks, credit intermediation, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,523,"Securities, commodity contracts, and investments",carbon dioxide,"kg/2018 USD, purchaser price",0.136,0.0,0.136,3,3,1,3,1
2011,523,"Securities, commodity contracts, and investments",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,523,"Securities, commodity contracts, and investments",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,523,"Securities, commodity contracts, and investments",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,4,1
2011,524,Insurance carriers and related activities,carbon dioxide,"kg/2018 USD, purchaser price",0.059,0.0,0.059,3,3,1,3,1
2011,524,Insurance carriers and related activities,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,524,Insurance carriers and related activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,524,Insurance carriers and related activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,525,"Funds, trusts, and other financial vehicles",carbon dioxide,"kg/2018 USD, purchaser price",0.259,0.0,0.259,3,3,1,3,1
2011,525,"Funds, trusts, and other financial vehicles",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,525,"Funds, trusts, and other financial vehicles",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,525,"Funds, trusts, and other financial vehicles",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,532RL,Rental and leasing services and lessors of intangible assets,carbon dioxide,"kg/2018 USD, purchaser price",0.14,0.0,0.14,3,3,1,3,1
2011,532RL,Rental and leasing services and lessors of intangible assets,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,532RL,Rental and leasing services and lessors of intangible assets,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,532RL,Rental and leasing services and lessors of intangible assets,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,4,1
2011,5411,Legal services,carbon dioxide,"kg/2018 USD, purchaser price",0.071,0.0,0.071,3,3,1,3,1
2011,5411,Legal services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2011,5411,Legal services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,5411,Legal services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,5412OP,"Miscellaneous professional, scientific, and technical services",carbon dioxide,"kg/2018 USD, purchaser price",0.139,0.0,0.139,3,3,1,3,1
2011,5412OP,"Miscellaneous professional, scientific, and technical services",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,5412OP,"Miscellaneous professional, scientific, and technical services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,5412OP,"Miscellaneous professional, scientific, and technical services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,3,1
2011,5415,Computer systems design and related services,carbon dioxide,"kg/2018 USD, purchaser price",0.094,0.0,0.094,3,3,1,3,1
2011,5415,Computer systems design and related services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,5415,Computer systems design and related services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,5415,Computer systems design and related services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2011,55,Management of companies and enterprises,carbon dioxide,"kg/2018 USD, purchaser price",0.143,0.0,0.143,3,3,1,3,1
2011,55,Management of companies and enterprises,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,55,Management of companies and enterprises,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,55,Management of companies and enterprises,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2011,561,Administrative and support services,carbon dioxide,"kg/2018 USD, purchaser price",0.104,0.0,0.104,3,3,1,3,1
2011,561,Administrative and support services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,561,Administrative and support services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,561,Administrative and support services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2011,562,Waste management and remediation services,carbon dioxide,"kg/2018 USD, purchaser price",0.329,0.0,0.329,2,3,1,2,1
2011,562,Waste management and remediation services,methane,"kg/2018 USD, purchaser price",0.054,0.0,0.054,2,3,1,1,1
2011,562,Waste management and remediation services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,1,1
2011,562,Waste management and remediation services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,4,3,1,4,1
2011,61,Educational services,carbon dioxide,"kg/2018 USD, purchaser price",0.228,0.0,0.228,3,3,1,3,1
2011,61,Educational services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,61,Educational services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,61,Educational services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,4,1
2011,621,Ambulatory health care services,carbon dioxide,"kg/2018 USD, purchaser price",0.115,0.0,0.115,3,3,1,3,1
2011,621,Ambulatory health care services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,621,Ambulatory health care services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2011,621,Ambulatory health care services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,622,Hospitals,carbon dioxide,"kg/2018 USD, purchaser price",0.179,0.0,0.179,3,3,1,3,1
2011,622,Hospitals,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,622,Hospitals,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,622,Hospitals,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,4,1
2011,623,Nursing and residential care facilities,carbon dioxide,"kg/2018 USD, purchaser price",0.176,0.0,0.176,3,3,1,3,1
2011,623,Nursing and residential care facilities,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,623,Nursing and residential care facilities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,623,Nursing and residential care facilities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2011,624,Social assistance,carbon dioxide,"kg/2018 USD, purchaser price",0.214,0.0,0.214,3,3,1,3,1
2011,624,Social assistance,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,1,1
2011,624,Social assistance,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,624,Social assistance,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2011,711AS,"Performing arts, spectator sports, museums, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.101,0.0,0.101,3,3,1,3,1
2011,711AS,"Performing arts, spectator sports, museums, and related activities",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,711AS,"Performing arts, spectator sports, museums, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2011,711AS,"Performing arts, spectator sports, museums, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2011,713,"Amusements, gambling, and recreation industries",carbon dioxide,"kg/2018 USD, purchaser price",0.451,0.0,0.451,3,3,1,3,1
2011,713,"Amusements, gambling, and recreation industries",methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,1,1
2011,713,"Amusements, gambling, and recreation industries",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,713,"Amusements, gambling, and recreation industries",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,4,1
2011,721,Accommodation,carbon dioxide,"kg/2018 USD, purchaser price",0.215,0.0,0.215,3,3,1,3,1
2011,721,Accommodation,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,721,Accommodation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,721,Accommodation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2011,722,Food services and drinking places,carbon dioxide,"kg/2018 USD, purchaser price",0.276,0.0,0.276,3,3,1,3,1
2011,722,Food services and drinking places,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,1,1
2011,722,Food services and drinking places,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2011,722,Food services and drinking places,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,3,1,4,1
2011,81,"Other services, except government",carbon dioxide,"kg/2018 USD, purchaser price",0.163,0.0,0.163,3,3,1,3,1
2011,81,"Other services, except government",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2011,81,"Other services, except government",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,81,"Other services, except government",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2011,HS,Housing,carbon dioxide,"kg/2018 USD, purchaser price",0.025,0.0,0.025,3,3,1,3,1
2011,HS,Housing,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,1,1
2011,HS,Housing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,HS,Housing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,4,1
2011,ORE,Other real estate,carbon dioxide,"kg/2018 USD, purchaser price",0.502,0.0,0.502,3,3,1,3,1
2011,ORE,Other real estate,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,1,1
2011,ORE,Other real estate,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2011,ORE,Other real estate,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,3,1
2010,111CA,Farms,carbon dioxide,"kg/2018 USD, purchaser price",0.526,0.061,0.588,4,3,1,4,1
2010,111CA,Farms,methane,"kg/2018 USD, purchaser price",0.029,0.001,0.03,4,3,1,1,1
2010,111CA,Farms,nitrous oxide,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,4,1
2010,111CA,Farms,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,3,1,3,1
2010,113FF,"Forestry, fishing, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.256,0.032,0.288,4,3,1,4,1
2010,113FF,"Forestry, fishing, and related activities",methane,"kg/2018 USD, purchaser price",0.004,0.0,0.005,4,3,1,1,1
2010,113FF,"Forestry, fishing, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2010,113FF,"Forestry, fishing, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2010,211,Oil and gas extraction,carbon dioxide,"kg/2018 USD, purchaser price",0.37,0.074,0.444,4,3,1,3,1
2010,211,Oil and gas extraction,methane,"kg/2018 USD, purchaser price",0.02,0.001,0.02,4,3,1,1,1
2010,211,Oil and gas extraction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2010,211,Oil and gas extraction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2010,212,"Mining, except oil and gas",carbon dioxide,"kg/2018 USD, purchaser price",0.613,0.143,0.755,4,3,1,4,1
2010,212,"Mining, except oil and gas",methane,"kg/2018 USD, purchaser price",0.025,0.001,0.026,4,3,1,1,1
2010,212,"Mining, except oil and gas",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2010,212,"Mining, except oil and gas",other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2010,213,Support activities for mining,carbon dioxide,"kg/2018 USD, purchaser price",0.388,0.0,0.388,4,3,1,4,1
2010,213,Support activities for mining,methane,"kg/2018 USD, purchaser price",0.009,0.0,0.009,4,3,1,1,1
2010,213,Support activities for mining,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2010,213,Support activities for mining,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2010,22,Utilities,carbon dioxide,"kg/2018 USD, purchaser price",3.683,0.0,3.683,2,3,1,2,1
2010,22,Utilities,methane,"kg/2018 USD, purchaser price",0.008,0.0,0.008,4,3,1,1,1
2010,22,Utilities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2010,22,Utilities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.013,0.0,0.013,2,3,1,1,1
2010,23,Construction,carbon dioxide,"kg/2018 USD, purchaser price",0.364,0.0,0.364,3,3,1,4,1
2010,23,Construction,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,1,1
2010,23,Construction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2010,23,Construction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.018,0.0,0.018,4,3,1,5,1
2010,311FT,Food and beverage and tobacco products,carbon dioxide,"kg/2018 USD, purchaser price",0.395,0.027,0.422,3,3,1,4,1
2010,311FT,Food and beverage and tobacco products,methane,"kg/2018 USD, purchaser price",0.009,0.0,0.009,4,3,1,1,1
2010,311FT,Food and beverage and tobacco products,nitrous oxide,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,4,1
2010,311FT,Food and beverage and tobacco products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,3,3,1,4,1
2010,313TT,Textile mills and textile product mills,carbon dioxide,"kg/2018 USD, purchaser price",0.339,0.07,0.409,3,3,1,3,1
2010,313TT,Textile mills and textile product mills,methane,"kg/2018 USD, purchaser price",0.003,0.001,0.003,4,3,1,1,1
2010,313TT,Textile mills and textile product mills,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2010,313TT,Textile mills and textile product mills,other GHGs,"kg CO2e/2018 USD, purchaser price",0.008,0.0,0.008,3,3,1,2,1
2010,315AL,Apparel and leather and allied products,carbon dioxide,"kg/2018 USD, purchaser price",0.115,0.396,0.511,3,3,1,3,1
2010,315AL,Apparel and leather and allied products,methane,"kg/2018 USD, purchaser price",0.001,0.002,0.003,4,3,1,1,1
2010,315AL,Apparel and leather and allied products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2010,315AL,Apparel and leather and allied products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2010,321,Wood products,carbon dioxide,"kg/2018 USD, purchaser price",0.276,0.04,0.315,3,3,1,3,1
2010,321,Wood products,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,1,1
2010,321,Wood products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2010,321,Wood products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,4,3,1,4,1
2010,322,Paper products,carbon dioxide,"kg/2018 USD, purchaser price",0.425,0.028,0.454,3,3,1,4,1
2010,322,Paper products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.002,4,3,1,1,1
